ResponseId,StartDate,EndDate,Duration__in_seconds_,time.ctrl_First_Click,time.ctrl_Last_Click,time.ctrl_Page_Submit,time.ctrl_Click_Count,time.enigm_First_Click,time.enigm_Last_Click,time.enigm_Page_Submit,time.enigm_Click_Count,time.expl.quant_First_Click,time.expl.quant_Last_Click,time.expl.quant_Page_Submit,time.expl.quant_Click_Count,time.benefit_First_Click,time.benefit_Last_Click,time.benefit_Page_Submit,time.benefit_Click_Count,time.risk_First_Click,time.risk_Last_Click,time.risk_Page_Submit,time.risk_Click_Count,time.balanced_First_Click,time.balanced_Last_Click,time.balanced_Page_Submit,time.balanced_Click_Count,time.enig.frame.expl_First_Click,time.enig.frame.expl_Last_Click,time.enig.frame.expl_Page_Submit,time.enig.frame.expl_Click_Count,time.enigm.benefit_First_Click,time.enigm.benefit_Last_Click,time.enigm.benefit_Page_Submit,time.enigm.benefit_Click_Count,time.enigm.risk_First_Click,time.enigm.risk_Last_Click,time.enigm.risk_Page_Submit,time.enigm.risk_Click_Count,time.enigm.balanced_First_Click,time.enigm.balanced_Last_Click,time.enigm.balanced_Page_Submit,time.enigm.balanced_Click_Count,time.expl.benefit_First_Click,time.expl.benefit_Last_Click,time.expl.benefit_Page_Submit,time.expl.benefit_Click_Count,time.expl.risk_First_Click,time.expl.risk_Last_Click,time.expl.risk_Page_Submit,time.expl.risk_Click_Count,time.expl.balanced_First_Click,time.expl.balanced_Last_Click,time.expl.balanced_Page_Submit,time.expl.balanced_Click_Count,time.enigm.expl.ben_First_Click,time.enigm.expl.ben_Last_Click,time.enigm.expl.ben_Page_Submit,time.enigm.expl.ben_Click_Count,time.enigm.expl.risk_First_Click,time.enigm.expl.risk_Last_Click,time.enigm.expl.risk_Page_Submit,time.enigm.expl.risk_Click_Count,time.enigm.expl.bal_First_Click,time.enigm.expl.bal_Last_Click,time.enigm.expl.bal_Page_Submit,time.enigm.expl.bal_Click_Count,Info.seeking_1,Info.seeking_2,Info.seeking_3,general.interest_1,general.interest_2,general.interest_3,general.interest_4,general.interest_5,general.interest_6,internal.efficacy_1,internal.efficacy_2,internal.efficacy_3,internal.efficacy_4,perceived.knowledge_1,perceived.knowledge_2,perceived.knowledge_3,perceived.knowledge_4,FL_32_DO_Control.group,FL_32_DO_Enigmaticframe,FL_32_DO_Explquantumconcept,FL_32_DO_benefitframe,FL_32_DO_riskframe,FL_32_DO_balancedframe,FL_32_DO_enigmaticframeexpl,FL_32_DO_enigmaticbenefit,FL_32_DO_enigmaticrisk,FL_32_DO_enigmaticbalanced,FL_32_DO_explanationbenefit,FL_32_DO_explanationrisk,FL_32_DO_explanationbalanced,FL_32_DO_enigmaticexplbenef,FL_32_DO_Enigmaticexplrisk,FL_32_DO_Enigmaticexplanationbalanced,Explquantumconcept_DO_expl.2a,Explquantumconcept_DO_expl.1a,Explquantumconcept_DO_expl.1b,Explquantumconcept_DO_expl.2b,Explquantumconcept_DO_expl.3a,Explquantumconcept_DO_expl.3b,Explquantumconcept_DO_time.expl.quant,Explquantumconcept_DO_expl.quantum.concept,enigmaticframeexpl_DO_enigm.3b,enigmaticframeexpl_DO_enigm1b,enigmaticframeexpl_DO_enigm.2a,enigmaticframeexpl_DO_enigm.2b,enigmaticframeexpl_DO_enigm.3a,enigmaticframeexpl_DO_enigmatic.frame_expl,enigmaticframeexpl_DO_enigm.1a,enigmaticframeexpl_DO_time.enig.frame.expl,explanationbenefit_DO_explanation_benefit,explanationbenefit_DO_explben.2a,explanationbenefit_DO_time.expl.benefit,explanationbenefit_DO_explben.2b,explanationbenefit_DO_explben.3a,explanationbenefit_DO_explben.3b,explanationbenefit_DO_explben.1a,explanationbenefit_DO_explben.1b,explanationrisk_DO_expl_risk.1a,explanationrisk_DO_expl_risk.1b,explanationrisk_DO_explanation_risk,explanationrisk_DO_expl_risk.2a,explanationrisk_DO_expl_risk.2b,explanationrisk_DO_time.expl.risk,explanationrisk_DO_expl_risk.3a,explanationrisk_DO_expl_risk.3b,explanationbalanced_DO_expl.bal.3b,explanationbalanced_DO_explanation_balanced,explanationbalanced_DO_expl.bal.1b,explanationbalanced_DO_expl.bal.2a,explanationbalanced_DO_expl.bal.2b,explanationbalanced_DO_time.expl.balanced,explanationbalanced_DO_expl.bal.3a,explanationbalanced_DO_expl.bal.1a,enigmaticexplbenef_DO_enigmatic.expl.benef,enigmaticexplbenef_DO_enigmatic.expl.ben1a,enigmaticexplbenef_DO_enigmatic.expl.ben3b,enigmaticexplbenef_DO_time.enigm.expl.ben,enigmaticexplbenef_DO_enigmatic.expl.ben1b,enigmaticexplbenef_DO_enigmatic.expl.ben2a,enigmaticexplbenef_DO_enigmatic.expl.ben2b,enigmaticexplbenef_DO_enigmatic.expl.ben3a,Enigmaticexplrisk_DO_enigmatic.expl.risk,Enigmaticexplrisk_DO_time.enigm.expl.risk,Enigmaticexplrisk_DO_enigmatic.ex.risk3b,Enigmaticexplrisk_DO_enigmatic.ex.risk2b,Enigmaticexplrisk_DO_enigmatic.ex.risk3a,Enigmaticexplrisk_DO_enigmatic.ex.risk1a,Enigmaticexplrisk_DO_enigmatic.ex.risk1b,Enigmaticexplrisk_DO_enigmatic.ex.risk2a,Enigmaticexplanationbalanced_DO_enigmatic.expl.balan,Enigmaticexplanationbalanced_DO_time.enigm.expl.bal,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.3a,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.3b,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.1a,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.1b,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.2a,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.2b,Token,byear,age_cont,age_4_rec,age_6_rec,age_7_rec,sex_rec,edu_clean,edu_2_rec,edu_3_rec,etn_2_rec,etn_3_rec,geo_prov_rec,geo_gem,geo_nielsen5_rec,geo_nielsen6_rec,urb,vote.recall_rec,weight,weight_trimmed_0.970,weight_trimmed_0.980,weight_trimmed_0.990
R_2XgpoZbQSb2hfJU,5/20/2023 11:27,5/20/2023 11:37,557.00,,,,,,,,,,,,,,,,,15.16,18.84,259.68,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,4,4,3,4,2,2,2,1,2,1,5,1,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002162,1968,55,3,5,5,1,4,1,2,1,1,5,1969,3,3,5,3,0.67,0.74,0.73,0.68
R_2xKnpG3UhhyyWbe,5/17/2023 17:48,5/17/2023 17:56,432.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.96,46.31,50.79,3.00,,,,,3,5,4,3,3,3,4,2,4,2,2,2,2,2,2,4,2,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,,,2.00,,,,,,,,,,650380,1948,75,4,6,7,2,3,1,2,1,1,7,826,5,5,2,5,0.92,0.99,0.98,0.93
R_2xQNeHmsTo158bA,5/17/2023 19:37,5/17/2023 19:40,200.00,,,,,,,,,,,,,,,,,2.31,21.21,22.30,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,3,3,4,2,3,4,2,4,3,3,4,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772388,1976,47,2,4,4,1,1,2,3,1,1,6,935,5,5,1,6,0.71,0.77,0.77,0.72
R_2xRXD8bC1Fi02Ju,5/18/2023 13:40,5/18/2023 13:42,117.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,18.93,25.71,3.00,,,,,,,,,,,,,2,3,2,3,4,2,3,4,5,1,2,1,1,2,3,3,2,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,2.00,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,746837,1984,39,2,3,3,2,2,2,3,1,1,1,1699,3,3,4,2,1.01,1.07,1.06,1.02
R_2y8e76CJicbrzSq,5/20/2023 11:54,5/20/2023 11:56,132.00,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,16.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,4,4,1,4,2,2,2,1,1,1,4,1,,,,,,,1.00,,,,,,,,,,,,,,,,,,2.00,,,,,1.00,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700925,1952,71,4,6,6,2,5,1,1,1,1,12,637,2,2,1,6,1.73,1.79,1.78,1.74
R_2yeVtlf54POJ5Vu,5/17/2023 19:29,5/17/2023 19:40,647.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,40.43,0.00,,,,,,,,,,,,,,,,,5,5,5,3,5,3,4,3,5,1,3,1,3,1,1,3,3,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,1.00,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360226,1949,74,4,6,6,1,3,1,2,1,1,6,1640,5,5,5,1,0.40,0.46,0.46,0.41
R_2YFGDGDR1pxtgFJ,5/17/2023 19:00,5/17/2023 20:24,5053.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,19.48,20.29,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,4,1,1,1,1,1,1,1,4,1,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612446,1955,68,4,6,6,1,5,1,1,1,1,8,1942,2,2,2,3,0.63,0.69,0.69,0.64
R_2YGr0iAPk459U55,5/17/2023 21:09,5/17/2023 21:11,105.00,,,,,,,,,,,,,,,,,0.00,0.00,9.85,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,4,3,1,1,2,2,1,1,3,4,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277662,1991,32,1,2,2,2,1,2,3,1,1,4,200,4,4,2,11,1.99,2.06,2.05,2.00
R_2ymwMwvugVYeemk,5/17/2023 17:58,5/17/2023 18:01,183.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,2.33,3.50,1.00,,,,,,,,,,,,,1,1,1,1,1,1,1,3,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,2.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,352301,1957,66,4,6,6,1,6,1,1,1,1,8,361,2,2,2,12,0.63,0.69,0.69,0.64
R_2YPv9Jovxf2cxeU,5/17/2023 18:07,5/17/2023 18:13,377.00,,,,,,,,,56.86,56.86,57.62,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,4,4,4,2,4,2,2,4,2,1,2,4,3,,,1.00,,,,,,,,,,,,,,,,,,,2.00,3.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573918,1949,74,4,6,6,1,5,1,1,1,1,5,37,3,3,4,9,0.63,0.69,0.69,0.64
R_2z6kRIp8Ms4pXHU,5/20/2023 11:05,5/20/2023 11:07,140.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,9.54,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,3,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357530,1956,67,4,6,6,1,4,1,2,1,1,7,879,5,5,4,1,0.40,0.46,0.46,0.41
R_2z8UvrLqUqqy23h,5/17/2023 18:18,5/17/2023 18:20,102.00,,,,,6.34,6.34,7.01,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,4,2,2,2,3,2,2,1,2,2,3,3,3,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281729,1979,44,2,3,3,1,1,2,3,1,1,4,230,4,4,4,12,0.71,0.77,0.77,0.72
R_2zc34KX4cisiDYU,5/21/2023 21:15,5/21/2023 21:17,132.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24,6.24,16.32,1.00,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,4,3,4,3,3,2,1,1,1,1,1,5,3,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727743,1969,54,3,4,4,2,3,1,2,2,2,5,14,3,3,1,,0.80,0.86,0.85,0.81
R_2zegMEKJx6fIj9F,5/17/2023 19:10,5/17/2023 19:14,192.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,21.31,0.00,,,,,,,,,,,,,,,,,,,,,3,3,3,4,3,4,4,2,4,4,4,4,4,4,3,2,4,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,3.00,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855757,1966,57,3,5,5,1,4,1,2,1,1,8,441,2,2,4,16,0.67,0.74,0.73,0.68
R_2ZNqzFenNH2ocPi,5/17/2023 19:35,5/17/2023 19:38,203.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,16.23,17.11,6.00,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,4,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682611,1970,53,3,4,4,1,3,1,2,1,1,7,1728,5,5,4,3,0.67,0.74,0.73,0.68
R_2zosrvMGPf5o9WE,5/17/2023 21:40,5/17/2023 21:43,214.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,27.33,0.00,,,,,,,,,,,,,,,,,,,,,3,3,4,3,4,4,3,2,4,2,2,2,2,2,2,4,3,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353002,1950,73,4,6,6,1,3,1,2,1,1,8,400,2,2,2,15,0.40,0.46,0.46,0.41
R_2ZPRAPGr6GfnxlS,5/16/2023 17:35,5/16/2023 17:39,273.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.18,16.18,24.28,1.00,,,,,,,,,,,,,,,,,1,1,3,3,3,1,2,3,4,1,1,3,1,1,1,3,3,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,3.00,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353954,1949,74,4,6,6,2,7,1,1,1,1,3,80,3,3,2,9,1.73,1.79,1.78,1.74
R_2zqeroqxoJ5D3Sb,5/17/2023 20:45,5/17/2023 20:48,162.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,14.11,0.00,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,3.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680217,1953,70,4,6,6,1,4,1,2,1,1,4,289,4,4,2,3,0.40,0.46,0.46,0.41
R_30jcE6vm44PRrft,5/21/2023 5:56,5/21/2023 6:00,232.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,41.70,43.16,6.00,,,,,4,3,3,4,4,3,4,2,4,4,2,3,2,2,2,4,2,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,2.00,,,,,,,,,,,,,737629,1960,63,3,5,5,1,3,1,2,1,1,9,1773,4,4,5,1,0.67,0.74,0.73,0.68
R_30k0vzmohRmltJL,5/20/2023 11:15,5/20/2023 11:18,163.00,,,,,,,,,,,,,,,,,6.41,6.41,11.17,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,5,3,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612667,1953,70,4,6,6,1,4,1,2,1,1,9,193,4,4,2,1,0.40,0.46,0.46,0.41
R_30pCCh6mF30HdyX,5/17/2023 19:48,5/17/2023 19:55,428.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,30.20,0.00,,,,,3,3,3,2,4,3,4,1,5,2,2,1,1,2,2,4,1,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,,2.00,,,,,,,,,,,748233,1955,68,4,6,6,1,4,1,2,1,1,5,1969,3,3,5,3,0.40,0.46,0.46,0.41
R_31a6FNHhaP4sKtP,5/16/2023 16:43,5/16/2023 16:46,197.00,,,,,,,,,0.00,0.00,25.26,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,4,4,4,2,4,4,4,4,4,3,3,4,3,,,1.00,,,,,,,,,,,,,,,,,,2.00,,3.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316097,1944,79,4,6,7,1,2,2,3,1,1,12,513,2,2,1,6,0.36,0.43,0.42,0.37
R_31cI7HDy0yvJrwi,5/22/2023 7:43,5/22/2023 7:46,148.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,31.30,0.00,,,,,,,,,,,,,,,,,1,3,3,1,3,2,3,4,5,1,1,1,1,1,1,2,1,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.00,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247271,1966,57,3,5,5,2,3,1,2,1,1,7,766,5,5,3,6,0.80,0.86,0.85,0.81
R_31heOlLhqEVcmY2,5/17/2023 18:10,5/17/2023 18:13,142.00,,,,,,,,,,,,,0.00,0.00,11.61,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,3,4,2,4,3,2,4,2,2,2,4,2,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778796,1994,29,1,2,2,2,1,2,3,2,2,12,599,1,1,1,17,1.99,2.06,2.05,2.00
R_31LBwBMVfXCs6k4,5/20/2023 10:34,5/20/2023 10:36,89.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45,8.45,10.80,1.00,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,2,2,2,3,3,3,2,3,1,2,1,3,2,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971824,2000,23,1,1,1,2,2,2,3,1,1,8,361,2,2,2,2,1.99,2.06,2.05,2.00
R_31MGSApkqtszHNp,5/17/2023 17:54,5/17/2023 17:56,93.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57,4.88,5.70,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273360,1959,64,3,5,5,1,2,2,3,1,1,12,1926,2,2,2,3,0.71,0.77,0.76,0.72
R_31npilfTCofmdDQ,5/20/2023 15:34,5/20/2023 15:36,98.00,,,,,,,,,,,,,0.00,0.00,12.89,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,3,3,4,2,2,3,2,1,2,3,3,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383106,1963,60,3,5,5,2,3,1,2,1,1,7,826,5,5,2,1,0.80,0.86,0.85,0.81
R_31oVC4gyGM9RkES,5/20/2023 12:38,5/20/2023 12:44,356.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.31,162.31,196.50,1.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,,2.00,,,308256,1969,54,3,4,4,2,1,2,3,2,3,12,,2,2,,5,0.78,0.85,0.84,0.79
R_31pFxDYWKZVLYVy,5/20/2023 11:49,5/20/2023 11:51,134.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75,12.75,17.05,1.00,,,,,1,1,1,1,2,1,1,2,4,3,2,4,3,4,2,1,4,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,,,,2.00,,,,,,,,,360666,1983,40,2,3,3,2,3,1,2,1,1,4,1960,4,4,5,2,2.18,2.24,2.23,2.19
R_31saqKWL0ppyiq1,5/19/2023 14:13,5/19/2023 14:20,472.00,11.49,11.49,19.62,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,4,4,4,5,3,3,1,1,3,2,2,2,4,2,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72865,1967,56,3,5,5,2,3,1,2,2,2,12,502,1,6,2,1,0.80,0.86,0.85,0.81
R_31u9d9OzCQECO06,5/17/2023 18:17,5/17/2023 18:20,190.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,22.94,28.50,3.00,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,3.00,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335842,1951,72,4,6,6,1,6,1,1,1,1,2,995,4,4,3,16,0.63,0.69,0.69,0.64
R_31vhZktOmqQKlNa,5/17/2023 19:23,5/17/2023 19:31,481.00,0.00,0.00,17.47,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241127,1950,73,4,6,6,2,1,2,3,1,1,7,772,5,5,1,2,0.52,0.58,0.57,0.53
R_32LbWaj81XiPUgA,5/17/2023 20:20,5/17/2023 20:23,157.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.25,15.99,19.73,2.00,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,3.00,,,,,,,,,,,,,,,,,,,,,649203,1955,68,4,6,6,1,2,2,3,1,1,4,296,4,4,3,5,0.36,0.43,0.42,0.37
R_32MfXEsWBdalLCv,5/18/2023 22:17,5/18/2023 22:49,1900.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,49.58,0.00,2,2,2,2,4,2,3,3,5,3,1,4,2,1,1,3,2,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,2.00,,,,,307947,1965,58,3,5,5,1,4,1,2,1,1,7,865,5,5,3,5,0.67,0.74,0.73,0.68
R_32WUq1XOAJTul4V,5/20/2023 21:53,5/20/2023 21:58,315.00,,,,,,,,,,,,,18.87,40.57,41.71,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,4,3,3,4,4,2,4,2,2,2,2,4,2,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273352,1949,74,4,6,6,1,1,2,3,2,2,12,1926,2,2,2,1,0.36,0.43,0.42,0.37
R_333fQVPS6f4ZvhS,5/17/2023 20:54,5/17/2023 21:01,430.00,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,17.17,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,2,4,2,3,2,4,4,3,4,2,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,2.00,,1.00,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344488,1979,44,2,3,3,1,1,2,3,1,1,8,383,2,2,3,2,0.71,0.77,0.77,0.72
R_338TjI9hAvzxhSQ,5/17/2023 19:53,5/17/2023 19:57,268.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,22.42,0.00,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,2,2,4,3,2,1,1,1,1,2,2,3,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363410,1950,73,4,6,6,2,5,1,1,1,1,12,518,1,1,1,11,1.73,1.79,1.78,1.74
